tag;_id;ano_inicio_programa;bow;cd_area_avaliacao;cd_conceito_programa;cd_programa_ies;nm_area_avaliacao;nm_entidade_ensino;nm_municipio_programa_ies;nm_programa_ies;nm_regiao;pubs;sg_entidade_ensino;sg_uf_programa;tfidf
31002013001p0;31002013001p0;1966.0;"compound; activity; reaction; extract; acid; analysis; method; work; derivative; value; specie; different; inhibition; effect; corrosion; oil; inhibitor; enzyme; structure; interaction; cell; synthesis; fraction; spectroscopy; technique; complex; disease; molecule; chemical; product";4;5;31002013001p0;química;universidade federal rural do rio de janeiro;seropédica;química;sudeste;86.0;ufrrj;rj;"clusia; fa; propolis; rpm; honey; nonylphenol; coii; cocaine; lactone; mangiferin; glyphosate; hsa; corrosion; furan; fruit; thiosemicarbazide; glycine; fip; nanocrystal; scavenging; pia; bacteria; chalcone; triplet; butanol; magnetic coupling; ht; copd; ignition; income population"
16003012002p0;16003012002p0;2006.0;"animal; diet; weight; kg; level; carcass; treatment; day; rate; effect; characteristic; performance; production; total; higher; dry; gain; forage; experiment; inclusion; meat; value; time; leaf; age; average; protein; matter; grass; system";23;4;16003012002p0;zootecnia / recursos pesqueiros;universidade federal do tocantins;araguaína;ciência animal tropical;norte;106.0;uft;to;"gb; deer; shading; hybrid; vitamin; nellore; glycerin; crude glycerin; truck; phytase; peanut; bin; peccary; ale; cottonseed; parasite; hay; silage; pm; cake; supplementation; millet; cm; ca; cg; m3 ha-1; protein level; calf; soybean hull; grain"
33017018002p6;33017018002p6;1978.0;"work; health; woman; datum; resilience; research; scale; level; violence; life; participant; social; professional; factor; perception; relationship; group; family; stress; analysis; development; depression; anxiety; student; school; psychological; questionnaire; care; other; worker";37;4;33017018002p6;psicologia;universidade metodista de são paulo;são bernardo do campo;psicologia da saúde;sudeste;75.0;umesp;sp;"infertility; meditation; stepfather; anxiety; leadership; social anxiety; ppd; restorative; burnout; resilience; accident; career; health psychology; abstinence; oil; success; domestic violence; lipodystrophy; organizational justice; maternity leave; resilient; infant; marital; cancer; psychiatric patient; psychological capital; caregiver; violence; engagement; potency"
33002029026p4;33002029026p4;1990.0;"cell; infection; mouse; response; expression; patient; immune; production; disease; animal; role; inflammatory; gene; treatment; protein; level; immune response; macrophage; cytokine; receptor; activation; neutrophil; inflammation; control; group; development; lung; mechanism; number; effect";9;7;33002029026p4;ciências biológicas iii;universidade de são paulo ( ribeirão preto );ribeirão preto;imunologia básica e aplicada;sudeste;149.0;usp/rp;sp;"ahr; fbp; il-22; hantavirus; t1d; thymocyte; sle; c13; ova; sepsis; equi; chikungunya; notch; mtb; ns3; mtx; mc; transplantation; caa; clp; tregs; egf; tnf&#945; rejection; cd14; asthma; lm; th17; tick; haart"
42001013174p7;42001013174p7;2017.0;"concrete; production; construction; research; aggregate; management; cement; civil; test; mortar; urban; project; model; analysis; process; material; building; development; mixture; system; different; engineering; phase; housing; strength; sector; design; influence; food; type";10;5;42001013174p7;engenharias i;universidade federal do rio grande do sul;porto alegre;engenharia civil: construção e infraestrutura;sul;24.0;ufrgs;rs;"vm; communal; aggregate; food; concrete; resilience; healthcare; workflow; healing; orthorhombic; hydration; mortar; warm; urban; binder; project; waste; housing; project management; mixture; clinker; urban policy; sand; cement; mc; chloride; fatigue; attack; compressive strength; housing sector"
25004018010p5;25004018010p5;2006.0;"development; environmental; research; management; sustainable; public; education; sustainability; waste; policy; action; social; local; practice; process; analysis; environment; solid; sustainable development; area; public policy; school; datum; pernambuco; solid waste; impact; objective; activity; local development; work";27;3;25004018010p5;administração pública e de empresas, ciências contábeis e turismo;universidade de pernambuco;recife;gestão do desenvolvimento local sustentável;nordeste;100.0;upe;pe;"storytelling; ponte; tourism; sustainable management; nets; agroecology; ater; port; noise; artisan; vegetarian; waste; environmental education; photographer; dairy; pronatec; rainwater; slum; lodging; social entrepreneurship; environmental planning; senai; mangrove; environmental; solid; event; solid waste; lodging facility; residue; convention"
15001016088p7;15001016088p7;2016.0;"area; risk; perception; natural; resident; erosion; reduction; occupation; disaster; social; use; land; people; event; social vulnerability; urban; vulnerability; public; km²; natural event; collapse; house; landfill; urban expansion; research; public policy; factor; population; risk area; interview";49;3;15001016088p7;ciências ambientais;universidade federal do pará;belém;gestão de risco e desastre na amazônia;norte;14.0;ufpa;pa;"collapse; social vulnerability; risk; erosion; km²; natural event; urban expansion; perception; risk area; landfill; vulnerability; areas of; geological survey; land area; event; law nº; new forest code; resident; maximum likelihood; multitemporal analysis; disaster; land; new forest; urban; multitemporal; following issue; são joão; stone; expansion; açaí"
42014018003p9;42014018003p9;2012.0;"gene; extract; protein; cell; sample; polymorphism; analysis; plant; activity; whey; cheese; effect; treatment; test; disease; expression; concentration; level; process; different; potential; intake; significant; food; method; acid; factor; control; parameter; risk";48;4;42014018003p9;biotecnologia;fundacao vale do taquari de educacao e desenvolvimento social - fuvates;lajeado;biotecnologia;sul;74.0;univates;rs;"adhd; mastitis; whey; cheese; boar; lactobacillus; earthworm; spot; mite; flour; epididymis; oleifera; sgr; rice; rhizobia; infestation; biodegradation; cad; hematological disease; t2dm; lncap; agt; cs; tetranychus; amaranth; hypogonadism; paracasei; gastritis; a549; bal"
42046017002p0;42046017002p0;2011.0;"effect; level; activity; treatment; oxidative; stress; antioxidant; extract; oxidative stress; group; animal; damage; day; kg; disease; mouse; model; compound; acid; memory; system; test; blood; concentration; increase; plant; change; enzyme; inflammatory; exposure";8;4;42046017002p0;ciências biológicas ii;fundação universidade federal do pampa;uruguaiana;bioquímica;sul;99.0;unipampa;rs;"yacon; chrysin; linseed; quinine; hesperidin; ucs; ptz; sulfentrazone; clozapine; pitanga; hypothyroidism; msg; tea; zea; clomazone; rcr; als; sdg; ta; sct; hfd; wine; stroke; ilex; flaxseed; brown sugar; al; persistence; hdac; uvb radiation"
42010012002p7;42010012002p7;2006.0;"literature; reading; research; work; analysis; literary; story; social; narrative; violence; author; memory; brazilian; text; education; reader; school; way; other; theoretical; character; society; context; short; contemporary; practice; cultural; short story; language; student";41;4;42010012002p7;linguística e literatura;universidade regional integrada do alto uruguai e das missões;frederico westphalen;letras;sul;58.0;uri;rs;"award; animal; tenente; radio; law; slum; indigenous; violence; digital media; sangue; modernization; munduruku; portela; journalism; mozambican; loco; caio; trauma; jenkins; home; literary journalism; argentinian; sexual diversity; vento; evaristo; mia couto; mia; adolescent; deus; conservative modernization"
33009015068p8;33009015068p8;2009.0;"school; education; research; teacher; child; social; educational; student; analysis; work; practice; teaching; development; process; group; adolescent; use; year; paulo; language; representation; são; time; health; professional; são paulo; other; learning; behavior; elementary";46;4;33009015068p8;ensino;universidade federal de são paulo;guarulhos;educação e saúde na infância e adolescência;sudeste;121.0;unifesp;sp;"psychopedagogy; verb; leisure; peh; ia; resilience; snoring; school inclusion; curriculum; confinement; ic; l2; neuropsychomotor; reward; enunciative; ongoing education; atopic; atopic dermatitis; referral; educational inclusion; condom; executive; dermatitis; primary teacher; music; geometry; cycle; especial; subtest; preposition"
32005016013p0;32005016013p0;2005.0;"social; work; policy; worker; professional; process; research; assistance; social worker; analysis; class; state; political; right; social assistance; production; social work; health; project; public; condition; service; dissertation; field; movement; new; category; chapter; subject; organization";32;4;32005016013p0;serviço social;universidade federal de juiz de fora;juiz de fora;serviço social;sudeste;90.0;ufjf;mg;"environmental; post graduation; traineeship; federal civil; agrarian question; solidarity economy; agrarian; poulantzas; worker health; healthcare; hop; public defender; national health policy; free time; party; socioeducative; student assistance; judicialization; equality; fetishism; legitimacy; mmc; social security; mab; feminism; feminist; quotidian; distance; health; defender"
31003010073p1;31003010073p1;2010.0;"language; analysis; discourse; research; discursive; text; work; linguistic; process; construction; portuguese; subject; teaching; context; meaning; theory; use; theoretical; brazilian; other; school; corpus; education; social; practice; relation; discourse analysis; concept; production; metaphor";41;5;31003010073p1;linguística e literatura;universidade federal fluminense;niterói;estudos de linguagem;sudeste;267.0;uff;rj;"humor; conduit; love; refugee; videogame; norm; pomeranian; fitness; coordinator; pornography; superinteressante; depression; micro; anxiety; dispute; jerônimo; maid; pronoun; caption; comic_strip; advertising; metaphor; tipo; collaborative; icc; hedge; editor; cm; iconicity; funk"
21001014028p1;21001014028p1;2011.0;"dental; group; prevalence; ci; test; child; enamel; analysis; control; adolescent; association; datum; factor; carie; tooth; treatment; water; index; age; year; oral; dde; day; dental carie; health; mih; presence; dentition; sample; fluoride";18;3;21001014028p1;odontologia;fundação universidade federal do piauí;teresina;odontologia;nordeste;50.0;fufpi;pi;"dmh; dde; toothbrush; armadillo; mih; sterilization; twin; brushing; sugar; hsd; aloe vera; dental erosion; sucrose; vera; aloe; hydrogel; cp; deformity; oh; slab; ci; fluorosis; fluoridation; anti; erosion; biopolymer; remineralization; hbs; dentifrice; fluoride dentifrice"
